##### MPL/GDL Intrusion Analysis #####
Ra,4.787220358848572
Rq,5.517091155052185
Ra_std_dev,0.49059549415770676
Ra_coefficient_of_variation,0.102480240595339
avg_thickness,30
##### Crack Analysis #####
Crack_ratio,0.2534289335273203
Crack_count,486
##### MPL/GDL Intrusion Analysis #####
Ra,4.787220358848572
Rq,5.517091155052185
Ra_std_dev,0.49059549415770676
Ra_coefficient_of_variation,0.102480240595339
avg_thickness,30
##### Crack Analysis #####
Crack_ratio,0.2534289335273203
Crack_count,486
##### Crack Analysis #####
Crack_ratio,0.2534289335273203
Crack_count,486
##### Crack Analysis #####
Crack_ratio,0.2534289335273203
Crack_count,486
##### Crack Analysis #####
Crack_ratio,0.2534289335273203
##### Crack Analysis #####
Crack_ratio,0.2534289335273203
Crack_count,166
##### Crack Analysis #####
Crack_ratio,0.2534289335273203
Crack_count,323
##### Crack Analysis #####
Crack_ratio,0.2534289335273203
Crack_count,323
##### Crack Analysis #####
Crack_ratio,0.2534289335273203
Crack_count,268
##### Crack Analysis #####
Crack_ratio,0.2534289335273203
Crack_count,268
##### Crack Analysis #####
Crack_ratio,0.2534289335273203
Crack_count,380
##### Crack Analysis #####
Crack_ratio,0.2534289335273203
Crack_count,380
##### Crack Analysis #####
Crack_ratio,0.2534289335273203
Crack_count,380
##### Crack Analysis #####
Crack_ratio,0.2534289335273203
Crack_count,380
##### Crack Analysis #####
Crack_ratio,0.2534289335273203
Crack_count,380
##### Crack Analysis #####
Crack_ratio,0.2534289335273203
Crack_count,380
##### Crack Analysis #####
Crack_ratio,1.0
Crack_count,486
##### Crack Analysis #####
Crack_ratio,1.0
Crack_count,486
##### Crack Analysis #####
Crack_ratio,1.0
Crack_count,486
##### Crack Analysis #####
Crack_ratio,1.0
Crack_count,486
##### Crack Analysis #####
Crack_ratio,0.2534289335273203
Crack_count,486
##### Crack Analysis #####
Crack_ratio,0.2534289335273203
Crack_count,486
##### MPL/GDL Thicknesses #####
GDL_thickness,230
MPL_thickness,155
##### Pore Size Distribution Analysis #####
Porosity,0.8204390381593468
Average_Pore_Size,4.532839851096828
Standrad_Deviation,2.497429603105313
